Date,From_Community,Maximum_Temperature,Minimum_Temperature,Average_Temperature,Temperature_Range,Total_Precipitation,Total_Snow,Average_Humidity,Maximum_Wind_Speed
2016-12-03,NORTH LAWNDALE,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,NORTH PARK,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,PORTAGE PARK,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,ROGERS PARK,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,SOUTH CHICAGO,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,SOUTH LAWNDALE,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,SOUTH SHORE,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,UPTOWN,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,WASHINGTON PARK,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,WEST ENGLEWOOD,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,WEST GARFIELD PARK,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,WEST RIDGE,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,WEST TOWN,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-03,WOODLAWN,36.4,30.2,33.3,6.2,0.001,0,74,9
2016-12-04,ALBANY PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,ARMOUR SQUARE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,AUSTIN,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,AVALON PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,AVONDALE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,BRIDGEPORT,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,CHATHAM,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,DOUGLAS,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,EAST GARFIELD PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,EDGEWATER,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,ENGLEWOOD,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,FULLER PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,GRAND BOULEVARD,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,GREATER GRAND CROSSING,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,HERMOSA,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,HUMBOLDT PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,HYDE PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,IRVING PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,KENWOOD,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,LAKE VIEW,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,LINCOLN PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,LINCOLN SQUARE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,LOGAN SQUARE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,LOOP,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,LOWER WEST SIDE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,MCKINLEY PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,NEAR NORTH SIDE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,NEAR SOUTH SIDE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,NEAR WEST SIDE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,NEW CITY,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,NORTH CENTER,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,NORTH LAWNDALE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,NORTH PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,PORTAGE PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,ROGERS PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,SOUTH CHICAGO,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,SOUTH LAWNDALE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,SOUTH SHORE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,UPTOWN,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,WASHINGTON PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,WEST ENGLEWOOD,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,WEST GARFIELD PARK,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,WEST RIDGE,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,WEST TOWN,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-04,WOODLAWN,33.7,30.2,31.95,3.5,0.4,2.9,79,8
2016-12-05,ALBANY PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,ARMOUR SQUARE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,AUSTIN,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,AVALON PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,AVONDALE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,BRIDGEPORT,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,CHATHAM,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,DOUGLAS,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,EAST GARFIELD PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,EDGEWATER,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,ENGLEWOOD,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,FULLER PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,GRAND BOULEVARD,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,GREATER GRAND CROSSING,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,HERMOSA,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,HUMBOLDT PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,HYDE PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,IRVING PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,KENWOOD,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,LAKE VIEW,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,LINCOLN PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,LINCOLN SQUARE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,LOGAN SQUARE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,LOOP,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,LOWER WEST SIDE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,MCKINLEY PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,NEAR NORTH SIDE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,NEAR SOUTH SIDE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,NEAR WEST SIDE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,NEW CITY,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,NORTH CENTER,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,NORTH LAWNDALE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,NORTH PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,PORTAGE PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,ROGERS PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,SOUTH CHICAGO,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,SOUTH LAWNDALE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,SOUTH SHORE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,UPTOWN,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,WASHINGTON PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,WEST ENGLEWOOD,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,WEST GARFIELD PARK,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,WEST RIDGE,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,WEST TOWN,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-05,WOODLAWN,33.7,28.9,31.3,4.8,0.02,0.1,95,15
2016-12-06,ALBANY PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,ARMOUR SQUARE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,AUSTIN,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,AVALON PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,AVONDALE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,BRIDGEPORT,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,CHATHAM,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,DOUGLAS,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,EAST GARFIELD PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,EDGEWATER,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,ENGLEWOOD,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,FULLER PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,GRAND BOULEVARD,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,GREATER GRAND CROSSING,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,HERMOSA,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,HUMBOLDT PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,HYDE PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,IRVING PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,KENWOOD,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,LAKE VIEW,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,LINCOLN PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,LINCOLN SQUARE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,LOGAN SQUARE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,LOOP,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,LOWER WEST SIDE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,MCKINLEY PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,NEAR NORTH SIDE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,NEAR SOUTH SIDE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,NEAR WEST SIDE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,NEW CITY,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,NORTH CENTER,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,NORTH LAWNDALE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,NORTH PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,PORTAGE PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,ROGERS PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,SOUTH CHICAGO,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,SOUTH LAWNDALE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,SOUTH SHORE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,UPTOWN,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,WASHINGTON PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,WEST ENGLEWOOD,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,WEST GARFIELD PARK,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,WEST RIDGE,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,WEST TOWN,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-06,WOODLAWN,33.9,28.5,31.2,5.4,0.01,0,92,18
2016-12-07,ALBANY PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,ARMOUR SQUARE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,AUSTIN,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,AVALON PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,AVONDALE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,BRIDGEPORT,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,CHATHAM,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,DOUGLAS,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,EAST GARFIELD PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,EDGEWATER,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,ENGLEWOOD,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,FULLER PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,GRAND BOULEVARD,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,GREATER GRAND CROSSING,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,HERMOSA,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,HUMBOLDT PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,HYDE PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,IRVING PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,KENWOOD,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,LAKE VIEW,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,LINCOLN PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,LINCOLN SQUARE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,LOGAN SQUARE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,LOOP,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,LOWER WEST SIDE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,MCKINLEY PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,NEAR NORTH SIDE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,NEAR SOUTH SIDE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,NEAR WEST SIDE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,NEW CITY,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,NORTH CENTER,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,NORTH LAWNDALE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,NORTH PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,PORTAGE PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,ROGERS PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,SOUTH CHICAGO,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,SOUTH LAWNDALE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,SOUTH SHORE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,UPTOWN,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,WASHINGTON PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,WEST ENGLEWOOD,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,WEST GARFIELD PARK,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,WEST RIDGE,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,WEST TOWN,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-07,WOODLAWN,27.9,20.6,24.25,7.3,0.01,0.1,91,18
2016-12-08,ALBANY PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,ARMOUR SQUARE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,AUSTIN,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,AVALON PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,AVONDALE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,BRIDGEPORT,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,CHATHAM,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,DOUGLAS,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,EAST GARFIELD PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,EDGEWATER,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,ENGLEWOOD,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,FULLER PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,GRAND BOULEVARD,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,GREATER GRAND CROSSING,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,HERMOSA,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,HUMBOLDT PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,HYDE PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,IRVING PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,KENWOOD,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,LAKE VIEW,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,LINCOLN PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,LINCOLN SQUARE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,LOGAN SQUARE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,LOOP,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,LOWER WEST SIDE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,MCKINLEY PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,NEAR NORTH SIDE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,NEAR SOUTH SIDE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,NEAR WEST SIDE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,NEW CITY,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,NORTH CENTER,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,NORTH LAWNDALE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,NORTH PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,PORTAGE PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,ROGERS PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,SOUTH CHICAGO,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,SOUTH LAWNDALE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,SOUTH SHORE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,UPTOWN,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,WASHINGTON PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,WEST ENGLEWOOD,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,WEST GARFIELD PARK,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,WEST RIDGE,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,WEST TOWN,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-08,WOODLAWN,24.6,17.9,21.25,6.7,0.02,0.3,91,21
2016-12-09,ALBANY PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,ARMOUR SQUARE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,AUSTIN,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,AVALON PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,AVONDALE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,BRIDGEPORT,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,CHATHAM,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,DOUGLAS,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,EAST GARFIELD PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,EDGEWATER,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,ENGLEWOOD,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,FULLER PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,GRAND BOULEVARD,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,GREATER GRAND CROSSING,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,HERMOSA,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,HUMBOLDT PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,HYDE PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,IRVING PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,KENWOOD,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,LAKE VIEW,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,LINCOLN PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,LINCOLN SQUARE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,LOGAN SQUARE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,LOOP,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,LOWER WEST SIDE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,MCKINLEY PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,NEAR NORTH SIDE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,NEAR SOUTH SIDE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,NEAR WEST SIDE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,NEW CITY,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,NORTH CENTER,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,NORTH LAWNDALE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,NORTH PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,PORTAGE PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,ROGERS PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,SOUTH CHICAGO,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,SOUTH LAWNDALE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,SOUTH SHORE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,UPTOWN,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,WASHINGTON PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,WEST ENGLEWOOD,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,WEST GARFIELD PARK,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,WEST RIDGE,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,WEST TOWN,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-09,WOODLAWN,25.1,21.6,23.35,3.5,0.02,0.3,88,18
2016-12-10,ALBANY PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,ARMOUR SQUARE,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,AUSTIN,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,AVALON PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,AVONDALE,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,BRIDGEPORT,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,CHATHAM,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,DOUGLAS,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,EAST GARFIELD PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,EDGEWATER,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,ENGLEWOOD,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,FULLER PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,GRAND BOULEVARD,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,GREATER GRAND CROSSING,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,HERMOSA,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,HUMBOLDT PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,HYDE PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,IRVING PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,KENWOOD,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,LAKE VIEW,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,LINCOLN PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,LINCOLN SQUARE,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,LOGAN SQUARE,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,LOOP,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,LOWER WEST SIDE,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,MCKINLEY PARK,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,NEAR NORTH SIDE,23.8,15.5,19.65,8.3,0.01,0.2,89,11
2016-12-10,NEAR SOUTH SIDE,23.8,15.5,19.65,8.3,0.01,0.2,89,11
